,msrp,Number of speeds,Horse Power,Fuel tank capacity,City,Highway,Total Seating Capacity,Overall height,Overall Length,Overall Width,Wheelbase,Recommended fuel,img,model,year
2023 Porsche Panamera - 4S Executive AWD,122200.0,8.0,443.0,23.7,17.0,23.0,4.0,56.2,204.7,76.3,122.0,3.0,img.autobytel.com/2023/porsche/panamera/2-550-oem-exterior-front1300-101799.jpg,2023 Porsche Panamera,2023
2023 Porsche Panamera - GTS AWD,135200.0,8.0,473.0,23.7,15.0,21.0,4.0,55.8,199.0,78.2,116.1,3.0,img.autobytel.com/2023/porsche/panamera/2-550-oem-exterior-front1300-101800.jpg,2023 Porsche Panamera,2023
2023 Porsche Panamera - Turbo S AWD,186400.0,8.0,620.0,23.7,15.0,21.0,4.0,56.2,198.8,78.2,116.1,3.0,img.autobytel.com/2023/porsche/panamera/2-550-oem-exterior-front1300-101801.jpg,2023 Porsche Panamera,2023
2023 Porsche Panamera - Turbo S Executive AWD,196800.0,8.0,620.0,23.7,15.0,21.0,4.0,56.4,204.7,78.2,122.0,3.0,img.autobytel.com/2023/porsche/panamera/2-550-oem-exterior-front1300-101802.jpg,2023 Porsche Panamera,2023
2022 Porsche Panamera - RWD,88400.0,8.0,325.0,23.7,18.0,24.0,4.0,56.0,198.8,78.2,116.1,3.0,img.autobytel.com/2022/porsche/panamera/2-550-oem-exterior-front1300-98531.jpg,2022 Porsche Panamera,2022
2022 Porsche Panamera - 4 AWD,93000.0,8.0,325.0,23.7,18.0,24.0,4.0,56.0,198.8,78.2,116.1,3.0,img.autobytel.com/2022/porsche/panamera/2-550-oem-exterior-front1300-98532.jpg,2022 Porsche Panamera,2022
2022 Porsche Panamera - 4 Executive AWD,99700.0,8.0,325.0,23.7,17.0,23.0,4.0,56.2,204.7,76.3,122.0,3.0,img.autobytel.com/2022/porsche/panamera/2-550-oem-exterior-front1300-98533.jpg,2022 Porsche Panamera,2022
2022 Porsche Panamera - 4S AWD,106400.0,8.0,443.0,23.7,18.0,24.0,4.0,56.0,198.8,78.2,116.1,3.0,img.autobytel.com/2022/porsche/panamera/2-550-oem-exterior-front1300-98534.jpg,2022 Porsche Panamera,2022
2022 Porsche Panamera - 4S Executive AWD,117700.0,8.0,443.0,23.7,17.0,23.0,4.0,56.2,204.7,76.3,122.0,3.0,img.autobytel.com/2022/porsche/panamera/2-550-oem-exterior-front1300-98535.jpg,2022 Porsche Panamera,2022
2022 Porsche Panamera - GTS AWD,130700.0,8.0,473.0,23.7,15.0,21.0,4.0,55.8,199.0,78.2,116.1,3.0,img.autobytel.com/2022/porsche/panamera/2-550-oem-exterior-front1300-98536.jpg,2022 Porsche Panamera,2022
2022 Porsche Panamera - Turbo S AWD,179800.0,8.0,620.0,23.7,15.0,21.0,4.0,56.2,198.8,78.2,116.1,3.0,img.autobytel.com/2022/porsche/panamera/2-550-oem-exterior-front1300-98537.jpg,2022 Porsche Panamera,2022
2022 Porsche Panamera - Turbo S Executive AWD,190200.0,8.0,620.0,23.7,15.0,21.0,4.0,56.4,204.7,78.2,122.0,3.0,img.autobytel.com/2022/porsche/panamera/2-550-oem-exterior-front1300-98538.jpg,2022 Porsche Panamera,2022
2022 Porsche Panamera - Platinum Edition RWD,101900.0,8.0,325.0,23.7,18.0,24.0,4.0,56.0,198.8,78.2,116.1,3.0,img.autobytel.com/2022/porsche/panamera/2-550-oem-exterior-front1300-99984.jpg,2022 Porsche Panamera,2022
2022 Porsche Panamera - 4 Platinum Edition AWD,106000.0,8.0,325.0,23.7,18.0,24.0,4.0,56.0,198.8,78.2,116.1,3.0,img.autobytel.com/2022/porsche/panamera/2-550-oem-exterior-front1300-99985.jpg,2022 Porsche Panamera,2022
2021 Porsche Panamera - RWD,87200.0,8.0,325.0,23.7,18.0,24.0,4.0,56.0,198.8,78.2,116.1,3.0,img.autobytel.com/2021/porsche/panamera/2-550-oem-exterior-front1300-97010.jpg,2021 Porsche Panamera,2021
2021 Porsche Panamera - 4 AWD,91800.0,8.0,325.0,23.7,18.0,24.0,4.0,56.0,198.8,78.2,116.1,3.0,img.autobytel.com/2021/porsche/panamera/2-550-oem-exterior-front1300-97011.jpg,2021 Porsche Panamera,2021
2021 Porsche Panamera - 4 Executive AWD,98500.0,8.0,325.0,23.7,17.0,23.0,4.0,56.2,204.7,76.3,122.0,3.0,img.autobytel.com/2021/porsche/panamera/2-550-oem-exterior-front1300-97012.jpg,2021 Porsche Panamera,2021
2021 Porsche Panamera - 4S AWD,105000.0,8.0,443.0,23.7,18.0,24.0,4.0,56.0,198.8,78.2,116.1,3.0,img.autobytel.com/2021/porsche/panamera/2-550-oem-exterior-front1300-97013.jpg,2021 Porsche Panamera,2021
2021 Porsche Panamera - 4S Executive AWD,116300.0,8.0,443.0,23.7,17.0,23.0,4.0,56.2,204.7,76.3,122.0,3.0,img.autobytel.com/2021/porsche/panamera/2-550-oem-exterior-front1300-97014.jpg,2021 Porsche Panamera,2021
2021 Porsche Panamera - GTS AWD,129300.0,8.0,473.0,23.7,15.0,21.0,4.0,56.0,199.0,78.2,116.1,3.0,img.autobytel.com/2021/porsche/panamera/2-550-oem-exterior-front1300-97015.jpg,2021 Porsche Panamera,2021
2021 Porsche Panamera - Turbo S AWD,177700.0,8.0,620.0,23.7,15.0,21.0,4.0,56.0,198.8,78.2,116.1,3.0,img.autobytel.com/2021/porsche/panamera/2-550-oem-exterior-front1300-97016.jpg,2021 Porsche Panamera,2021
2021 Porsche Panamera - Turbo S Executive AWD,188100.0,8.0,620.0,23.7,15.0,21.0,4.0,56.2,204.7,78.2,122.0,3.0,img.autobytel.com/2021/porsche/panamera/2-550-oem-exterior-front1300-97017.jpg,2021 Porsche Panamera,2021
2020 Porsche Panamera - Base RWD,87200.0,8.0,330.0,23.7,19.0,27.0,4.0,56.0,198.8,76.3,116.1,3.0,img.autobytel.com/2020/porsche/panamera/2-550-oemexteriorfront1300-93423.JPG,2020 Porsche Panamera,2020
2020 Porsche Panamera - 10 Years Edition RWD,103300.0,8.0,330.0,23.7,19.0,27.0,4.0,56.0,198.8,76.3,116.1,3.0,img.autobytel.com/2020/porsche/panamera/2-550-oemexteriorfront1300-93424.JPG,2020 Porsche Panamera,2020
2020 Porsche Panamera - 4 AWD,91800.0,8.0,330.0,23.7,19.0,26.0,4.0,56.0,198.8,76.3,116.1,3.0,img.autobytel.com/2020/porsche/panamera/2-550-oemexteriorfront1300-93425.JPG,2020 Porsche Panamera,2020
2020 Porsche Panamera - 4 10 Years Edition AWD,107500.0,8.0,330.0,23.7,19.0,26.0,4.0,56.0,198.8,76.3,116.1,3.0,img.autobytel.com/2020/porsche/panamera/2-550-oemexteriorfront1300-93426.JPG,2020 Porsche Panamera,2020
2020 Porsche Panamera - 4 Executive AWD,98500.0,8.0,330.0,23.7,19.0,26.0,4.0,56.2,204.7,76.3,122.0,3.0,img.autobytel.com/2020/porsche/panamera/2-550-oemexteriorfront1300-93427.JPG,2020 Porsche Panamera,2020
2020 Porsche Panamera - 4S AWD,105000.0,8.0,440.0,23.7,18.0,26.0,4.0,56.0,198.8,76.3,116.1,3.0,img.autobytel.com/2020/porsche/panamera/2-550-oemexteriorfront1300-93428.JPG,2020 Porsche Panamera,2020
2020 Porsche Panamera - 4S Executive AWD,116300.0,8.0,440.0,23.7,18.0,26.0,4.0,56.2,204.7,76.3,122.0,3.0,img.autobytel.com/2020/porsche/panamera/2-550-oemexteriorfront1300-93429.JPG,2020 Porsche Panamera,2020
2020 Porsche Panamera - GTS AWD,129300.0,8.0,453.0,23.7,16.0,23.0,4.0,55.8,198.9,76.3,116.1,3.0,img.autobytel.com/2020/porsche/panamera/2-550-oemexteriorfront1300-93430.JPG,2020 Porsche Panamera,2020
2020 Porsche Panamera - Turbo AWD,153000.0,8.0,550.0,23.7,18.0,25.0,4.0,56.1,198.8,76.3,116.1,3.0,img.autobytel.com/2020/porsche/panamera/2-550-oemexteriorfront1300-93431.JPG,2020 Porsche Panamera,2020
2020 Porsche Panamera - Turbo Executive AWD,163400.0,8.0,550.0,23.7,18.0,25.0,4.0,56.4,204.7,76.3,122.0,3.0,img.autobytel.com/2020/porsche/panamera/2-550-oemexteriorfront1300-93432.JPG,2020 Porsche Panamera,2020
2019 Porsche Panamera - RWD,86300.0,8.0,330.0,23.7,19.0,27.0,4.0,56.0,198.8,76.3,116.1,3.0,img.autobytel.com/2019/porsche/panamera/2-550-oemexteriorfront1300-90278.jpg,2019 Porsche Panamera,2019
2019 Porsche Panamera - 4 AWD,90900.0,8.0,330.0,23.7,19.0,26.0,4.0,56.0,198.8,76.3,116.1,3.0,img.autobytel.com/2019/porsche/panamera/2-550-oemexteriorfront1300-90279.jpg,2019 Porsche Panamera,2019
2019 Porsche Panamera - 4S AWD,104000.0,8.0,440.0,23.7,18.0,26.0,4.0,56.0,198.8,76.3,116.1,3.0,img.autobytel.com/2019/porsche/panamera/2-550-oemexteriorfront1300-90280.jpg,2019 Porsche Panamera,2019
2019 Porsche Panamera - GTS AWD,128300.0,8.0,453.0,23.7,16.0,23.0,4.0,55.8,198.9,76.3,116.1,3.0,img.autobytel.com/2019/porsche/panamera/2-550-oemexteriorfront1300-90281.jpg,2019 Porsche Panamera,2019
2019 Porsche Panamera - Turbo AWD,151500.0,8.0,550.0,23.7,18.0,25.0,4.0,56.1,198.8,76.3,116.1,3.0,img.autobytel.com/2019/porsche/panamera/2-550-oemexteriorfront1300-90282.jpg,2019 Porsche Panamera,2019
2019 Porsche Panamera - 4 Executive AWD,97600.0,8.0,330.0,23.7,19.0,26.0,4.0,56.2,204.7,76.3,122.0,3.0,img.autobytel.com/2019/porsche/panamera/2-550-oemexteriorfront1300-90283.jpg,2019 Porsche Panamera,2019
2019 Porsche Panamera - 4S Executive AWD,115300.0,8.0,440.0,23.7,18.0,26.0,4.0,56.2,204.7,76.3,122.0,3.0,img.autobytel.com/2019/porsche/panamera/2-550-oemexteriorfront1300-90284.jpg,2019 Porsche Panamera,2019
2019 Porsche Panamera - Turbo Executive AWD,161900.0,8.0,550.0,23.7,18.0,25.0,4.0,56.4,204.7,76.3,122.0,3.0,img.autobytel.com/2019/porsche/panamera/2-550-oemexteriorfront1300-90285.jpg,2019 Porsche Panamera,2019
2018 Porsche Panamera - RWD,85000.0,8.0,330.0,23.7,21.0,28.0,4.0,56.0,198.8,76.3,116.1,3.0,img.autobytel.com/2018/porsche/panamera/2-550-oemexteriorfront1300-85064.jpg,2018 Porsche Panamera,2018
2018 Porsche Panamera - 4 AWD,89600.0,8.0,330.0,23.7,21.0,27.0,4.0,56.0,198.8,76.3,116.1,3.0,img.autobytel.com/2018/porsche/panamera/2-550-oemexteriorfront1300-85065.jpg,2018 Porsche Panamera,2018
2018 Porsche Panamera - 4S AWD,103000.0,8.0,440.0,23.7,21.0,28.0,4.0,56.0,198.8,76.3,116.1,3.0,img.autobytel.com/2018/porsche/panamera/2-550-oemexteriorfront1300-85066.jpg,2018 Porsche Panamera,2018
2018 Porsche Panamera - Turbo AWD,150000.0,8.0,550.0,23.7,18.0,25.0,4.0,56.1,198.8,76.3,116.1,3.0,img.autobytel.com/2018/porsche/panamera/2-550-oemexteriorfront1300-85067.jpg,2018 Porsche Panamera,2018
2018 Porsche Panamera - 4 Executive AWD,96300.0,8.0,330.0,23.7,21.0,27.0,4.0,56.2,204.7,76.3,122.0,3.0,img.autobytel.com/2018/porsche/panamera/2-550-oemexteriorfront1300-85068.jpg,2018 Porsche Panamera,2018
2018 Porsche Panamera - 4S Executive AWD,113900.0,8.0,440.0,23.7,21.0,28.0,4.0,56.2,204.7,76.3,122.0,3.0,img.autobytel.com/2018/porsche/panamera/2-550-oemexteriorfront1300-85069.jpg,2018 Porsche Panamera,2018
2018 Porsche Panamera - Turbo Executive AWD,160000.0,8.0,550.0,23.7,18.0,25.0,4.0,56.4,204.7,76.3,122.0,3.0,img.autobytel.com/2018/porsche/panamera/2-550-oemexteriorfront1300-85070.jpg,2018 Porsche Panamera,2018
2017 Porsche Panamera - RWD,85000.0,8.0,330.0,23.7,21.0,28.0,4.0,56.0,198.8,76.3,116.1,3.0,img.autobytel.com/2017/porsche/panamera/2-550-oemexteriorfront1300-83684.jpg,2017 Porsche Panamera,2017
2017 Porsche Panamera - 4 AWD,89600.0,8.0,330.0,23.7,21.0,27.0,4.0,56.0,198.8,76.3,116.1,3.0,img.autobytel.com/2017/porsche/panamera/2-550-oemexteriorfront1300-83685.jpg,2017 Porsche Panamera,2017
2017 Porsche Panamera - 4 Executive AWD,96300.0,8.0,330.0,23.7,21.0,27.0,4.0,56.2,204.7,76.3,122.0,3.0,img.autobytel.com/2017/porsche/panamera/2-550-oemexteriorfront1300-83686.jpg,2017 Porsche Panamera,2017
2017 Porsche Panamera - 4S AWD,99900.0,8.0,440.0,23.7,21.0,28.0,4.0,56.0,198.8,76.3,116.1,3.0,img.autobytel.com/2017/porsche/panamera/2-550-oemexteriorfront1300-83687.jpg,2017 Porsche Panamera,2017
2017 Porsche Panamera - 4S Executive AWD,113900.0,8.0,440.0,23.7,21.0,28.0,4.0,56.2,204.7,76.3,122.0,3.0,img.autobytel.com/2017/porsche/panamera/2-550-oemexteriorfront1300-83688.jpg,2017 Porsche Panamera,2017
2017 Porsche Panamera - Turbo AWD,146900.0,8.0,550.0,23.7,18.0,25.0,4.0,56.1,198.8,76.3,116.1,3.0,img.autobytel.com/2017/porsche/panamera/2-550-oemexteriorfront1300-83689.jpg,2017 Porsche Panamera,2017
2017 Porsche Panamera - Turbo Executive AWD,160000.0,8.0,550.0,23.7,18.0,25.0,4.0,56.4,204.7,76.3,122.0,3.0,img.autobytel.com/2017/porsche/panamera/2-550-oemexteriorfront1300-83690.jpg,2017 Porsche Panamera,2017
2016 Porsche Panamera - 2 RWD,78100.0,7.0,310.0,21.1,18.0,28.0,4.0,55.8,197.4,76.0,115.0,3.0,img.autobytel.com/2016/porsche/panamera/2-550-threequartersview101-78236.jpg,2016 Porsche Panamera,2016
2016 Porsche Panamera - Edition RWD,80000.0,7.0,310.0,21.1,18.0,28.0,4.0,55.8,197.4,76.0,115.0,3.0,img.autobytel.com/2016/porsche/panamera/2-550-threequartersview101-78237.jpg,2016 Porsche Panamera,2016
2016 Porsche Panamera - S RWD,93200.0,7.0,420.0,21.1,17.0,27.0,4.0,55.8,197.4,76.0,115.0,3.0,img.autobytel.com/2016/porsche/panamera/2-550-threequartersview101-78238.jpg,2016 Porsche Panamera,2016
2016 Porsche Panamera - 4 AWD,82800.0,7.0,310.0,21.1,18.0,27.0,4.0,55.8,197.4,76.0,115.0,3.0,img.autobytel.com/2016/porsche/panamera/2-550-threequartersview101-78239.jpg,2016 Porsche Panamera,2016
2016 Porsche Panamera - 4 Edition AWD,84300.0,7.0,310.0,21.1,18.0,27.0,4.0,55.8,197.4,76.0,115.0,3.0,img.autobytel.com/2016/porsche/panamera/2-550-threequartersview101-78240.jpg,2016 Porsche Panamera,2016
2016 Porsche Panamera - 4S AWD,98300.0,7.0,420.0,26.4,17.0,27.0,4.0,55.8,197.4,76.0,115.0,3.0,img.autobytel.com/2016/porsche/panamera/2-550-threequartersview101-78241.jpg,2016 Porsche Panamera,2016
2016 Porsche Panamera - 4S Executive AWD,125600.0,7.0,420.0,26.4,17.0,26.0,4.0,56.1,203.3,76.0,120.9,3.0,img.autobytel.com/2016/porsche/panamera/2-550-threequartersview101-78242.jpg,2016 Porsche Panamera,2016
2016 Porsche Panamera - GTS AWD,113400.0,7.0,440.0,26.4,16.0,24.0,4.0,55.4,197.4,76.0,115.0,3.0,img.autobytel.com/2016/porsche/panamera/2-550-threequartersview101-78243.jpg,2016 Porsche Panamera,2016
2016 Porsche Panamera - Turbo AWD,141300.0,7.0,520.0,26.4,15.0,24.0,4.0,55.4,197.4,76.0,115.0,3.0,img.autobytel.com/2016/porsche/panamera/2-550-threequartersview101-78244.jpg,2016 Porsche Panamera,2016
2016 Porsche Panamera - Turbo Executive AWD,161100.0,7.0,520.0,26.4,15.0,24.0,4.0,56.1,203.3,76.0,120.9,3.0,img.autobytel.com/2016/porsche/panamera/2-550-threequartersview101-78245.jpg,2016 Porsche Panamera,2016
2016 Porsche Panamera - Turbo S AWD,180300.0,7.0,570.0,26.4,15.0,24.0,4.0,55.8,197.4,76.0,115.0,3.0,img.autobytel.com/2016/porsche/panamera/2-550-threequartersview101-78246.jpg,2016 Porsche Panamera,2016
2016 Porsche Panamera - Turbo S Executive AWD,200500.0,7.0,570.0,26.4,15.0,24.0,4.0,56.1,203.3,76.0,120.9,3.0,img.autobytel.com/2016/porsche/panamera/2-550-threequartersview101-78247.jpg,2016 Porsche Panamera,2016
2016 Porsche Panamera - Exclusive Series AWD,263900.0,7.0,570.0,26.4,15.0,24.0,4.0,56.1,203.3,76.0,120.9,3.0,img.autobytel.com/2016/porsche/panamera/2-550-threequartersview101-78248.jpg,2016 Porsche Panamera,2016
2015 Porsche Panamera - 2 RWD,78100.0,7.0,310.0,21.1,18.0,28.0,4.0,55.8,197.4,76.0,115.0,3.0,img.autobytel.com/2015/porsche/panamera/3-550-061014%20porsche%20panamera%202015-74507.jpg,2015 Porsche Panamera,2015
2015 Porsche Panamera - S RWD,93200.0,7.0,420.0,21.1,17.0,27.0,4.0,55.8,197.4,76.0,115.0,3.0,img.autobytel.com/2015/porsche/panamera/3-550-061014%20porsche%20panamera%202015-74508.jpg,2015 Porsche Panamera,2015
2015 Porsche Panamera - 4 AWD,82800.0,7.0,310.0,21.1,18.0,27.0,4.0,55.8,197.4,76.0,115.0,3.0,img.autobytel.com/2015/porsche/panamera/3-550-061014%20porsche%20panamera%202015-74509.jpg,2015 Porsche Panamera,2015
2015 Porsche Panamera - 4S AWD,98300.0,7.0,420.0,26.4,17.0,27.0,4.0,55.8,197.4,76.0,115.0,3.0,img.autobytel.com/2015/porsche/panamera/3-550-061014%20porsche%20panamera%202015-74510.jpg,2015 Porsche Panamera,2015
2015 Porsche Panamera - GTS AWD,113400.0,7.0,440.0,26.4,16.0,24.0,4.0,55.4,197.4,76.0,115.0,3.0,img.autobytel.com/2015/porsche/panamera/3-550-061014%20porsche%20panamera%202015-74511.jpg,2015 Porsche Panamera,2015
2015 Porsche Panamera - Turbo AWD,141300.0,7.0,520.0,26.4,15.0,24.0,4.0,55.4,197.4,76.0,115.0,3.0,img.autobytel.com/2015/porsche/panamera/3-550-061014%20porsche%20panamera%202015-74512.jpg,2015 Porsche Panamera,2015
2015 Porsche Panamera - 4S Executive AWD,125600.0,7.0,420.0,26.4,17.0,26.0,4.0,56.1,203.3,76.0,120.9,3.0,img.autobytel.com/2015/porsche/panamera/3-550-061014%20porsche%20panamera%202015-74513.jpg,2015 Porsche Panamera,2015
2015 Porsche Panamera - Turbo Executive AWD,161100.0,7.0,520.0,26.4,15.0,24.0,4.0,56.1,203.3,76.0,120.9,3.0,img.autobytel.com/2015/porsche/panamera/3-550-061014%20porsche%20panamera%202015-74514.jpg,2015 Porsche Panamera,2015
2015 Porsche Panamera - Turbo S AWD,180300.0,7.0,570.0,26.4,15.0,24.0,4.0,55.8,197.4,76.0,115.0,3.0,img.autobytel.com/2015/porsche/panamera/2-550-threequartersview101-74515.jpg,2015 Porsche Panamera,2015
2015 Porsche Panamera - Turbo S Executive AWD,200500.0,7.0,570.0,26.4,15.0,24.0,4.0,56.1,203.3,76.0,120.9,3.0,img.autobytel.com/2015/porsche/panamera/2-550-threequartersview101-74516.jpg,2015 Porsche Panamera,2015
2014 Porsche Panamera - 2 RWD,78100.0,7.0,310.0,21.1,18.0,28.0,4.0,55.8,197.4,76.0,115.0,3.0,img.autobytel.com/2014/porsche/panamera/3-550-061014%20porsche%20panamera%202014-72152.jpg,2014 Porsche Panamera,2014
2014 Porsche Panamera - S RWD,93200.0,7.0,420.0,21.1,17.0,27.0,4.0,55.8,197.4,76.0,115.0,3.0,img.autobytel.com/2014/porsche/panamera/3-550-061014%20porsche%20panamera%202014-72153.jpg,2014 Porsche Panamera,2014
2014 Porsche Panamera - 4 AWD,82800.0,7.0,310.0,21.1,18.0,27.0,4.0,55.8,197.4,76.0,115.0,3.0,img.autobytel.com/2014/porsche/panamera/3-550-061014%20porsche%20panamera%202014-72154.jpg,2014 Porsche Panamera,2014
2014 Porsche Panamera - 4S AWD,98300.0,7.0,420.0,26.4,17.0,27.0,4.0,55.8,197.4,76.0,115.0,3.0,img.autobytel.com/2014/porsche/panamera/3-550-061014%20porsche%20panamera%202014-72155.jpg,2014 Porsche Panamera,2014
2014 Porsche Panamera - GTS AWD,113400.0,7.0,440.0,26.4,16.0,24.0,4.0,55.4,197.4,76.0,115.0,3.0,img.autobytel.com/2014/porsche/panamera/3-550-061014%20porsche%20panamera%202014-72156.jpg,2014 Porsche Panamera,2014
2014 Porsche Panamera - Turbo AWD,141300.0,7.0,520.0,26.4,15.0,24.0,4.0,55.4,197.4,76.0,115.0,3.0,img.autobytel.com/2014/porsche/panamera/3-550-061014%20porsche%20panamera%202014-72157.jpg,2014 Porsche Panamera,2014
2014 Porsche Panamera - 4S Executive AWD,125600.0,7.0,420.0,26.4,17.0,26.0,4.0,56.1,203.3,76.0,120.9,3.0,img.autobytel.com/2014/porsche/panamera/3-550-061014%20porsche%20panamera%202014-72158.jpg,2014 Porsche Panamera,2014
2014 Porsche Panamera - Turbo Executive AWD,161100.0,7.0,520.0,26.4,15.0,24.0,4.0,56.1,203.3,76.0,120.9,3.0,img.autobytel.com/2014/porsche/panamera/3-550-061014%20porsche%20panamera%202014-72159.jpg,2014 Porsche Panamera,2014
2014 Porsche Panamera - Turbo S AWD,180300.0,7.0,570.0,26.4,15.0,24.0,4.0,55.8,197.4,76.0,115.0,3.0,img.autobytel.com/2014/porsche/panamera/3-550-061014%20porsche%20panamera%202014-73121.jpg,2014 Porsche Panamera,2014
2014 Porsche Panamera - Turbo S Executive AWD,200500.0,7.0,570.0,26.4,15.0,24.0,4.0,56.1,203.3,76.0,120.9,3.0,img.autobytel.com/2014/porsche/panamera/3-550-061014%20porsche%20panamera%202014-73122.jpg,2014 Porsche Panamera,2014
2023 Porsche Cayenne Coupe - Base,80700.0,8.0,335.0,23.7,17.0,22.0,4.0,66.0,194.2,78.1,114.0,3.0,img.autobytel.com/2023/porsche/cayenne-coupe/2-550-oem-exterior-front1300-101851.jpg,2023 Porsche Cayenne Coupe,2023
2023 Porsche Cayenne Coupe - Platinum Edition,84800.0,8.0,335.0,23.7,19.0,23.0,4.0,66.0,194.2,78.1,114.0,3.0,img.autobytel.com/2023/porsche/cayenne-coupe/2-550-oem-exterior-front1300-101852.jpg,2023 Porsche Cayenne Coupe,2023
2023 Porsche Cayenne Coupe - S,95200.0,8.0,434.0,23.7,16.0,21.0,4.0,66.0,194.2,78.1,114.0,3.0,img.autobytel.com/2023/porsche/cayenne-coupe/2-550-oem-exterior-front1300-101853.jpg,2023 Porsche Cayenne Coupe,2023
2023 Porsche Cayenne Coupe - S Platinum Edition,97300.0,8.0,434.0,23.7,18.0,22.0,4.0,66.0,194.2,78.1,114.0,3.0,img.autobytel.com/2023/porsche/cayenne-coupe/2-550-oem-exterior-front1300-101854.jpg,2023 Porsche Cayenne Coupe,2023
2023 Porsche Cayenne Coupe - GTS,115800.0,8.0,453.0,23.7,15.0,19.0,4.0,64.7,194.5,78.6,114.0,3.0,img.autobytel.com/2023/porsche/cayenne-coupe/2-550-oem-exterior-front1300-101855.jpg,2023 Porsche Cayenne Coupe,2023
2023 Porsche Cayenne Coupe - Turbo,139500.0,8.0,541.0,23.7,15.0,20.0,4.0,65.1,194.5,78.4,114.0,3.0,img.autobytel.com/2023/porsche/cayenne-coupe/2-550-oem-exterior-front1300-101856.jpg,2023 Porsche Cayenne Coupe,2023
2023 Porsche Cayenne Coupe - Turbo GT,188700.0,8.0,631.0,23.7,14.0,19.0,4.0,64.4,194.6,78.6,114.0,3.0,img.autobytel.com/2023/porsche/cayenne-coupe/2-550-oem-exterior-front1300-101857.jpg,2023 Porsche Cayenne Coupe,2023
2022 Porsche Cayenne Coupe - Base,77500.0,8.0,335.0,23.7,17.0,22.0,4.0,66.0,194.2,78.1,114.0,3.0,img.autobytel.com/2022/porsche/cayenne-coupe/2-550-oem-exterior-front1300-98558.jpg,2022 Porsche Cayenne Coupe,2022
2022 Porsche Cayenne Coupe - S,91100.0,8.0,434.0,23.7,16.0,21.0,4.0,66.0,194.2,78.1,114.0,3.0,img.autobytel.com/2022/porsche/cayenne-coupe/2-550-oem-exterior-front1300-98559.jpg,2022 Porsche Cayenne Coupe,2022
2022 Porsche Cayenne Coupe - GTS,111700.0,8.0,453.0,23.7,15.0,19.0,4.0,64.7,194.5,78.6,114.0,3.0,img.autobytel.com/2022/porsche/cayenne-coupe/2-550-oem-exterior-front1300-98560.jpg,2022 Porsche Cayenne Coupe,2022
2022 Porsche Cayenne Coupe - Turbo,133500.0,8.0,541.0,23.7,15.0,20.0,4.0,65.1,194.5,78.4,114.0,3.0,img.autobytel.com/2022/porsche/cayenne-coupe/2-550-oem-exterior-front1300-98561.jpg,2022 Porsche Cayenne Coupe,2022
2022 Porsche Cayenne Coupe - Turbo GT,180800.0,8.0,541.0,23.7,14.0,19.0,4.0,64.4,194.6,78.6,114.0,3.0,img.autobytel.com/2022/porsche/cayenne-coupe/2-550-oem-exterior-front1300-98562.jpg,2022 Porsche Cayenne Coupe,2022
2022 Porsche Cayenne Coupe - Platinum Edition,83300.0,8.0,335.0,23.7,19.0,23.0,4.0,66.0,194.2,78.1,114.0,3.0,img.autobytel.com/2022/porsche/cayenne-coupe/2-550-oem-exterior-front1300-100304.jpg,2022 Porsche Cayenne Coupe,2022
2022 Porsche Cayenne Coupe - S Platinum Edition,95600.0,8.0,434.0,23.7,18.0,22.0,4.0,66.0,194.2,78.1,114.0,3.0,img.autobytel.com/2022/porsche/cayenne-coupe/2-550-oem-exterior-front1300-100305.jpg,2022 Porsche Cayenne Coupe,2022
2021 Porsche Cayenne Coupe - Base,76500.0,8.0,335.0,23.7,19.0,23.0,4.0,66.0,194.2,78.1,114.0,3.0,img.autobytel.com/2021/porsche/cayenne-coupe/2-550-oem-exterior-front1300-95700.jpg,2021 Porsche Cayenne Coupe,2021
2021 Porsche Cayenne Coupe - S,89900.0,8.0,434.0,23.7,18.0,22.0,4.0,66.0,194.2,78.1,114.0,3.0,img.autobytel.com/2021/porsche/cayenne-coupe/2-550-oem-exterior-front1300-95701.jpg,2021 Porsche Cayenne Coupe,2021
2021 Porsche Cayenne Coupe - GTS,110500.0,8.0,453.0,23.7,15.0,19.0,4.0,64.7,194.5,78.6,114.0,3.0,img.autobytel.com/2021/porsche/cayenne-coupe/2-550-oem-exterior-front1300-95702.jpg,2021 Porsche Cayenne Coupe,2021
2021 Porsche Cayenne Coupe - Turbo,131900.0,8.0,541.0,23.7,15.0,19.0,4.0,65.1,194.5,78.4,114.0,3.0,img.autobytel.com/2021/porsche/cayenne-coupe/2-550-oem-exterior-front1300-95703.jpg,2021 Porsche Cayenne Coupe,2021
2020 Porsche Cayenne Coupe - Base,75300.0,8.0,335.0,23.7,19.0,23.0,4.0,66.0,194.2,78.1,114.0,3.0,img.autobytel.com/2020/porsche/cayenne-coupe/2-550-oemexteriorfront1300-92319.JPG,2020 Porsche Cayenne Coupe,2020
2020 Porsche Cayenne Coupe - S,88600.0,8.0,434.0,23.7,18.0,22.0,4.0,66.0,194.2,78.1,114.0,3.0,img.autobytel.com/2020/porsche/cayenne-coupe/2-550-oemexteriorfront1300-92320.JPG,2020 Porsche Cayenne Coupe,2020
